Interest_Areas,Preferred_Work_Style,CGPA,Soft_Skills,Programming_Languages,Tools_Techstack,Certifications,Wants_to_Go_for_Masters,Interested_in_Research,Current_Projects_Count,Extracurricular_Interests,Favourite_Subjects,Internship_Experience,Problem_Solving_Style,Recommended_Career
"Entrepreneurship, Data Science",Hybrid,7.8,"Multitasking, Leadership, Collaboration, Adaptability","PowerShell, Go, Shell (Bash), Scala","Jest, Google Colab, Airflow, Tableau","Microsoft Certified Azure Fundamentals, Cisco CCNA, Offensive Security Certified Professional (OSCP)",True,True,6,,"Artificial Intelligence, Compiler Design, Machine Learning, Blockchain",3,"Intuitive, Strategic",Technical Consultant
"Systems Programming, Business Analysis",On-site,6.3,"Active Listening, Planning and Organization, Communication",R,"Adobe XD, Power BI, Cypress",Cisco CCNA,True,False,0,"Volunteering, Technical Writing, Community Service, Mentorship Programs","Natural Language Processing, Compiler Design, Distributed Systems, Cloud Computing",3,"Experimental, Analytical",Game Developer
"Database Engineering, Cloud Computing",On-site,9.7,"Attention to Detail, Resilience","Julia, TypeScript, CSS","Scikit-learn, Express.js, React","Oracle Certified Java Programmer, Deep Learning Specialization (Coursera), HashiCorp Certified: Terraform Associate",True,True,1,,"Human Computer Interaction, Mobile Application Development, Sociology, Bioinformatics",2,Result-Oriented,Ph.D. Candidate
"UI/UX Design, Game Development, Technical Writing",Hybrid,8.4,Resilience,"HTML, Swift","Sketch, InVision, Adobe XD, Laravel","Google UX Design Certificate, IBM Data Science Professional Certificate",False,False,2,"Video Editing, Hackathons","Human Computer Interaction, Computer Architecture, Digital Logic Design, Psychology",4,"Pragmatic, User-Centered",UI/UX Designer
"UI/UX Design, Frontend Development",On-site,9.6,"Planning and Organization, Time Management, Innovative Thinking, Business Communication, Accountability","HTML, JavaScript, CSS, TypeScript","Pandas, Vue.js, VS Code, React",Google Cloud Associate Cloud Engineer,True,True,7,"Open Source Contributions, Music, Technical Writing","Human Computer Interaction, Data Structures and Algorithms, Economics",3,User-Centered,Software Developer (Frontend)
"Computer Vision, IoT (Internet of Things), Business Analysis",Hybrid,9.2,Resilience,"Go, Swift, JavaScript, Scala","Grafana, Node.js, Docker, Cypress, Power BI, MongoDB","Google UX Design Certificate, Cisco CCNA, ISTQB Foundation Level",True,True,2,,"Biology, Compiler Design, Artificial Intelligence",1,Analytical,Game Developer
"Platform Engineering, Data Science",Hybrid,6.8,Work Ethic,C#,"Bitbucket, Node.js, TensorFlow, Google Colab","Docker Certified Associate, Machine Learning (Stanford/Coursera)",True,True,5,"Club Leadership Roles, Community Service, Podcast Creation, AR/VR Projects","Chemistry, Computer Architecture, Information Security, Cryptography",2,Detail-Oriented,Platform Engineer
"Deep Learning, Consulting",On-site,9.9,"Negotiation, Business Communication, Creative Thinking, Work Ethic","HTML, Swift, Java","Postman, GCP","Certified ScrumMaster (CSM), ISTQB Foundation Level",True,True,7,"Event Management, Startup Ideation Events, Public Speaking","Distributed Systems, Physics, IoT (Internet of Things)",0,Result-Oriented,Research Intern (General)
"Data Science, Academic Research",Remote,9.0,"Work Ethic, Critical Thinking, Decision Making, Strategic Thinking","Rust, Go, Swift, Python","Grafana, Angular, PyTorch, Looker, CircleCI, Hadoop","Frontend Development Libraries (freeCodeCamp), Project Management Professional (PMP), Backend Development (Node.js)",True,False,5,,"Virtualization and Containers, Computer Networks",0,Data-driven,AI Prompt Engineer
DevOps,Remote,8.1,Multitasking,,"Git, Podman, GCP","Responsive Web Design (freeCodeCamp), Android Developer Certification (Google)",True,True,3,"Startup Ideation Events, Graphic Design, Hackathons","Distributed Systems, Project Management, Object-Oriented Programming, Computer Networks",1,"Systematic, User-Centered",Cloud Engineer
"Natural Language Processing, Digital Marketing",Hybrid,6.6,"Innovative Thinking, Goal-Oriented Mindset, Teamwork, Strategic Thinking, Adaptability",,"Airflow, Git, Prometheus, Jupyter Notebook, InVision",Docker Certified Associate,True,True,4,"Robotics Competitions, Event Management, Entrepreneurship Clubs, Teaching/TA Work","Calculus, Cryptography",4,Result-Oriented,MS in Data Science
Platform Engineering,Remote,8.7,"Critical Thinking, Emotional Intelligence",Assembly,"NumPy, Kubernetes","Microsoft Certified: SQL Associate, Cisco CCNA, ISTQB Foundation Level",True,False,1,"Hackathons, Public Speaking","Theory of Computation, Data Structures and Algorithms, Big Data Analytics",3,"Creative, User-Centered",Business Analyst
Deep Learning,Hybrid,8.2,"Work Ethic, Negotiation, Planning and Organization, Creative Thinking, Resilience","PowerShell, C++","CircleCI, Express.js, GCP, ELK Stack","Docker Certified Associate, iOS App Development with Swift (Apple), ISTQB Foundation Level",True,True,0,,"Distributed Systems, Cloud Infrastructure, IoT (Internet of Things), Psychology",1,Result-Oriented,Research Intern (General)
"Web Development, Database Engineering",Remote,6.8,"Leadership, Negotiation","PHP, Shell (Bash)","PostgreSQL, Ansible, Docker, Flask",ISTQB Foundation Level,True,True,7,Workshop Hosting,"Quantum Computing, Economics",2,Detail-Oriented,Project Manager
"Game Development, Machine Learning",On-site,8.8,Active Listening,,"Bitbucket, Node.js, Sketch, PyTorch, Express.js, Hadoop","Google Data Analytics Certificate, Certified Ethical Hacker (CEH), AWS Certified Security Specialty",True,True,3,"Coding Clubs, Tech Meetups, Club Leadership Roles, Graphic Design","Distributed Systems, Computer Vision",2,Result-Oriented,MLOps Engineer
"Site Reliability Engineering (SRE), Bioinformatics, Big Data",Remote,8.9,"Multitasking, Conflict Resolution, Creative Thinking, Presentation Skills, Adaptability","MATLAB, Java","Sketch, Kubernetes",,True,False,6,"Gaming, Technical Writing","Distributed Systems, Probability and Statistics, Operating Systems",4,"Logical, Innovative",Software Test Automation Engineer
"Deep Learning, Consulting",On-site,7.9,Work Ethic,"HTML, Ruby","Jira, Postman, Unreal Engine, Cypress",,True,True,6,"Photography, Hackathons","Distributed Systems, Technical Communication, Blockchain",3,Systematic,Research Intern (General)
"Natural Language Processing, Bioinformatics",Hybrid,6.5,"Attention to Detail, Leadership","HTML, Assembly, Ruby","Postman, PyTorch, Swagger, Adobe XD, AWS",,False,False,7,"Club Leadership Roles, Robotics Competitions, Video Editing","Cryptography, Big Data Analytics",2,Strategic,Cybersecurity Analyst
Web Development,Remote,7.0,Decision Making,"JavaScript, TypeScript, Java, Python","Jest, Node.js, Spring Boot","ISTQB Foundation Level, AWS Certified Cloud Practitioner, Backend Development (Node.js)",True,True,0,"Coding Clubs, Tech Meetups, Podcast Creation, Startup Ideation Events","Database Management Systems, Software Engineering",1,"Systematic, Big Picture Thinker",Full Stack Developer
"DevOps, Cloud Computing",Remote,7.1,"Planning and Organization, Work Ethic","PHP, Go","Bitbucket, AWS, React, Hadoop, Confluence","Responsive Web Design (freeCodeCamp), Microsoft Certified Azure Fundamentals",False,False,7,Technical Writing,"Operating Systems, Computer Networks",4,Systematic,Cloud Engineer
"Networking, Computer Vision",On-site,9.7,"Planning and Organization, Adaptability","JavaScript, Lisp","Grafana, Airflow, Flask, Laravel, Pytest",,True,False,3,Community Service,"Cryptography, Computer Vision",4,"Detail-Oriented, Systematic",Network Engineer
"IoT (Internet of Things), Networking, DevOps",Remote,7.1,Collaboration,"Shell (Bash), R, Python","Docker, AWS","Microsoft Certified Azure Fundamentals, Microsoft Certified: SQL Associate",True,False,4,Open Source Contributions,"Database Management Systems, Probability and Statistics, Information Security, Security",2,"User-Centered, Problem Solving",Cloud Engineer
"Web Development, Database Engineering, Systems Programming",Remote,9.8,"Accountability, Analytical Thinking","TypeScript, C++","PostgreSQL, Docker, TensorFlow, React Native, Express.js, JUnit","Google Data Analytics Certificate, Microsoft Certified Azure Fundamentals, Google UX Design Certificate",True,True,5,"Gaming, Startup Ideation Events, Volunteering, Hackathons","User Interface Design, Economics",3,"User-Centered, Strategic",Project Manager
"Systems Programming, Business Analysis",On-site,8.1,"Planning and Organization, Accountability, Critical Thinking, Attention to Detail","Go, C++, Swift, CSS","Looker, Spark, Power BI",,True,True,7,"Public Speaking, Mentorship Programs","Natural Language Processing, Cryptography, Big Data Analytics",2,"Intuitive, Analytical",Game Developer
"Systems Programming, Cybersecurity, Big Data",Hybrid,6.7,"Attention to Detail, Negotiation, Customer Focus, Business Communication","Java, Lisp","PostgreSQL, Vue.js, Sketch, Flutter, React, Django","Android Developer Certification (Google), iOS App Development with Swift (Apple), Cisco CCNA",True,True,3,Gaming,"Robotics, Bioinformatics",4,"Creative, User-Centered",Database Administrator
Database Engineering,Hybrid,8.0,Empathy,,"Android Studio, Weights & Biases",Oracle Certified Java Programmer,True,True,7,"Sports, Video Editing, Event Management","Cryptography, Discrete Mathematics, Data Structures and Algorithms, Computer Networks",3,Logical,Data Engineer
"Site Reliability Engineering (SRE), Big Data",On-site,9.4,"Business Communication, Customer Focus, Resilience, Innovative Thinking, Active Listening","Julia, C#, C++","Sketch, Figma, Selenium, Kubernetes, PyCharm, Django",,True,True,0,Community Service,"Distributed Systems, Biology, Operating Systems, Computer Vision",4,"Collaborative, Innovative",Software Test Automation Engineer
"Cybersecurity, Big Data, Embedded Systems",Remote,8.3,"Analytical Thinking, Critical Thinking, Emotional Intelligence, Creative Thinking","PHP, Rust, TypeScript","Node.js, Angular, Sketch, Flutter",,True,True,1,"Startup Ideation Events, Graphic Design","Robotics, Data Structures and Algorithms, Business Intelligence",0,"Creative, Collaborative",Database Administrator
"Backend Development, Computer Vision",Remote,6.3,"Empathy, Problem Solving, Negotiation, Creative Thinking",Java,"Bitbucket, Hadoop, Adobe XD",,False,False,7,"UI/UX Projects, Club Leadership Roles, Hackathons","Cryptography, Theory of Computation, Computer Networks",0,Pragmatic,Technical Program Manager (TPM)
"Human Computer Interaction, Artificial Intelligence, Digital Marketing",On-site,8.7,Analytical Thinking,"HTML, CSS","Vue.js, GCP, Kubernetes, Adobe XD, Pytest, InVision","Responsive Web Design (freeCodeCamp), Android Developer Certification (Google)",False,True,2,"Workshop Hosting, Coding Clubs, Mentorship Programs, 3D Modeling","User Interface Design, Psychology",1,"Detail-Oriented, Logical",UI/UX Designer
"Ethical Hacking, Technical Writing, Computer Vision",Remote,9.5,"Innovative Thinking, Leadership, Teamwork, Multitasking",,"InVision, Confluence","Docker Certified Associate, Cisco CCNA",True,False,1,"Robotics Competitions, Teaching/TA Work, Coding Clubs, Debate Clubs","Calculus, Entrepreneurship",3,Data-driven,AI Ethicist
"Embedded Systems, Product Management, Big Data",On-site,6.7,Planning and Organization,,"Confluence, Sketch, Kubernetes","Google UX Design Certificate, Kubernetes Certified Administrator (CKA)",False,True,0,,"Operating Systems, Cyber Security",2,Experimental,Software Test Automation Engineer
"Platform Engineering, Mobile App Development, Digital Marketing",Hybrid,6.8,Active Listening,"Objective-C, Swift","Git, Google Colab, Jupyter Notebook, Xcode","Microsoft Certified: Azure AI Engineer, Microsoft Certified: Power BI Data Analyst Associate",True,False,3,"Case Competitions, Music","Mobile Application Development, Data Mining",1,Problem Solving,Mobile Developer (iOS)
Mobile App Development,Hybrid,8.5,"Presentation Skills, Decision Making, Customer Focus",,"Jest, Flask, Git, Laravel, Swagger, Express.js","Docker Certified Associate, Tableau Desktop Specialist, SAFe Agilist Certification",False,False,8,"Workshop Hosting, Student Government, Blogging","Mobile Application Development, Software Engineering",2,"User-Centered, Experimental",Mobile Developer (Android)
"UI/UX Design, Frontend Development",Remote,7.2,"Conflict Resolution, Collaboration, Creative Thinking, Goal-Oriented Mindset","C++, CSS","Google Colab, NumPy, Zeplin, Swagger","Google UX Design Certificate, Cisco CCNA",False,True,3,"Club Leadership Roles, Video Editing, Volunteering","Cloud Infrastructure, Economics, Psychology",3,User-Centered,UI/UX Designer
"Cybersecurity, Design Systems",Remote,7.0,"Attention to Detail, Work Ethic, Active Listening",Java,"Sketch, Flutter","Frontend Development Libraries (freeCodeCamp), Machine Learning (Stanford/Coursera), Microsoft Certified: SQL Associate",True,True,5,"Podcast Creation, Technical Writing, Entrepreneurship Clubs, Innovation Challenges","Distributed Systems, Data Structures and Algorithms, Sociology, Blockchain",3,Detail-Oriented,Database Administrator
"Deep Learning, Systems Programming",On-site,6.5,Work Ethic,"Assembly, Python","Kubernetes, MongoDB, AWS, InVision, Django",Oracle Certified Java Programmer,False,False,5,"3D Modeling, Community Service, Startup Ideation Events","Technical Communication, Digital Logic Design, Machine Learning, Cloud Computing",2,Strategic,Bioinformatics Engineer
"Cybersecurity, Big Data, Quantum Computing",Remote,9.6,"Active Listening, Adaptability, Negotiation, Time Management","Julia, Kotlin, Ruby","Sketch, Xcode, AWS, Tableau, PyCharm","Google Data Analytics Certificate, Frontend Development Libraries (freeCodeCamp)",True,True,7,Teaching/TA Work,"Object-Oriented Programming, Computer Networks",3,User-Centered,MS in Computer Science
"Quality Assurance / Testing, Software Engineering",Hybrid,9.0,"Planning and Organization, Creative Thinking, Emotional Intelligence",,"Airflow, Terraform, Jira","Oracle Certified Java Programmer, Machine Learning (Stanford/Coursera), Salesforce Certified Administrator",True,True,2,"Entrepreneurship Clubs, Hackathons, Animation Design","Database Management Systems, Psychology",4,Collaborative,Research Intern (AI/ML)
"Human Computer Interaction, IoT (Internet of Things), Quantum Computing",Remote,6.0,"Analytical Thinking, Leadership, Planning and Organization, Empathy",HTML,"Insomnia, InVision, Vue.js, Adobe XD","Responsive Web Design (freeCodeCamp), Google UX Design Certificate",False,False,5,Animation Design,"Distributed Systems, Mobile Application Development, Graphic Design, Blockchain",4,"Detail-Oriented, Result-Oriented",UI/UX Designer
"Consulting, Software Engineering",Remote,6.7,"Analytical Thinking, Attention to Detail, Critical Thinking",,"PostgreSQL, Postman, Unreal Engine","SAFe Agilist Certification, Deep Learning Specialization (Coursera), ISTQB Foundation Level",True,True,0,,"Distributed Systems, IoT (Internet of Things)",2,"User-Centered, Result-Oriented",Research Intern (General)
